Name,Index,Close,Var,indic1,indic2,indic3,indic4,indic5,indic6
ACCOR HOTELS,1243,22.34,-0.002233106,0.9097174,0.9393845,0.1604802,0.4619901,0.1596022,0.04146777
ACCOR HOTELS,1244,22.16,-0.00805731,0.8035431,0.8973653,0.1486409,0.3367452,0.1265434,0.02713041
ACCOR HOTELS,1245,21.66,-0.02256318,0.3765918,0.7191231,0.04638222,0.08284076,0.04563941,-0.0112125
ACCOR HOTELS,1246,21.19,-0.02169895,-0.175013,0.4822035,-0.09530579,-0.1333316,-0.02796017,-0.04665694
ACCOR HOTELS,1247,21.41,0.01038222,-0.3842544,0.4329257,-0.1237607,-0.02316844,0.006703654,-0.02922889
ACCOR HOTELS,1248,21.5,0.00420365,-0.4337941,0.4365889,-0.1206471,0.01897456,0.0202943,-0.02191932
ACCOR HOTELS,1249,21.25,-0.01162791,-0.6668974,0.3598041,-0.1672598,-0.09377079,-0.01872358,-0.04053863
ACCOR HOTELS,1250,21.3,0.002352905,-0.7417831,0.3371347,-0.1809325,-0.06271487,-0.01044361,-0.03608788
ACCOR HOTELS,1251,20.66,-0.03004692,-0.8708915,0.1245424,-0.3110827,-0.3412316,-0.1083125,-0.0841011
ACCOR HOTELS,1252,20.8,0.00677635,-0.8545213,0.06227119,-0.349183,-0.247348,-0.08337118,-0.07213981
ACCOR HOTELS,1253,20.8,0,-0.8463361,0.03113556,-0.3682331,-0.2243498,-0.08070381,-0.07099836
ACCOR HOTELS,1254,20.36,-0.02115378,-0.923168,-0.1227966,-0.4625363,-0.4006023,-0.1458282,-0.1033589
ACCOR HOTELS,1255,20.48,0.005893857,-0.9024712,-0.1620271,-0.4865668,-0.3099135,-0.1227603,-0.09261724
ACCOR HOTELS,1256,20.74,0.01269532,-0.7640438,-0.09988128,-0.4484856,-0.1639344,-0.07876043,-0.07134663
ACCOR HOTELS,1257,20.65,-0.004339448,-0.7355577,-0.09711029,-0.446786,-0.1892532,-0.09014062,-0.07707732
ACCOR HOTELS,1258,20.22,-0.02082326,-0.8677788,-0.2309451,-0.528788,-0.3662992,-0.1537145,-0.1087035
ACCOR HOTELS,1259,20.42,0.009891235,-0.7950001,-0.2349691,-0.5312532,-0.2417168,-0.1179508,-0.09173324
ACCOR HOTELS,1260,20.85,0.0210578,-0.405312,-0.1017609,-0.4496341,-0.02328849,-0.04758224,-0.05739695
